Время,Координата,Плотность,Сера
0,0,805,0.15
0,100,805,0.15
0,200,805,0.15
2,0,880,0.2
2,100,805,0.15
2,200,805,0.15
4,0,870,0.1
4,100,880,0.2
4,200,805,0.15
6,0,870,0.1
6,100,870,0.1
6,200,880,0.2
8,0,870,0.1
8,100,870,0.1
8,200,870,0.1
10,0,880,0.25
10,100,870,0.1
10,200,870,0.1
